geneName	geneChromosome	strand	exonNumber	geneLength
Cacna1a	chr8	+	47	7929
Cacna1b	chr2	-	48	7290
Cacna1c	chr6	-	49	8631
Cacna1d	chr14	-	48	9252
Cacna1e	chr1	-	47	12697
Cacna1f	chrX	+	48	6075
Cacna1g	chr11	-	36	8223
Cacna1h	chr17	-	35	8228
Cacna1i	chr15	+	37	9794
Cacna1s	chr1	+	44	6260
Cacna2d1	chr5	+	40	7493
Cacna2d2	chr9	+	39	5542
Cacna2d3	chr14	-	38	3695
Cacna2d4	chr6	+	38	5803
Cacnb1	chr11	-	16	2455
Cacnb2	chr2	+	14	2970
Cacnb3	chr15	+	14	3120
Cacnb4	chr2	-	15	8280
Cacng1	chr11	-	4	1203
Cacng2	chr15	-	4	2887
Cacng3	chr7	+	4	1525
Cacng4	chr11	-	4	984
Cacng5	chr11	-	7	3834
Cacng6	chr7	+	4	783
Cacng7	chr7	+	5	828
Cacng8	chr7	+	4	775
Cacybp	chr1	-	6	2115
Cad	chr5	+	44	7106
Cadm1	chr9	+	11	4387
Cadm2	chr16	-	10	9564
Cadm3	chr1	-	9	4159
Cadm4	chr7	+	9	2155
Cadps	chr14	-	32	5529
Cadps2	chr6	-	30	4783
Cage1	chr13	-	13	2858
Calb1	chr4	+	11	2867
Calb2	chr8	-	11	1431
Calca	chr7	-	6	1489
Calcb	chr7	+	5	962
Calcoco1	chr15	-	15	2824
Calcoco2	chr11	-	7	1556
Calcr	chr6	-	17	3864
Calcrl	chr2	-	16	4737
Cald1	chr6	+	12	4035
Calhm1	chr19	-	2	1047
Calhm2	chr19	-	3	2049
Calm1	chr12	+	6	4001
Calm2	chr17	-	6	1216
Calm3	chr7	-	6	2208
Calm4	chr13	+	1	915
Calm5	chr13	+	2	549
Calml3	chr13	-	1	1426
Calml4	chr9	+	5	860
Caln1	chr5	+	8	2936
Calr	chr8	-	9	1943
Calr3	chr8	-	10	1863
Calr4	chr4	+	8	1603
Calu	chr6	+	8	3410
Caly	chr7	-	7	1627
Camk1	chr6	-	12	1434
Camk1d	chr2	-	11	7111
Camk1g	chr1	-	13	2453
Camk2a	chr18	+	19	5358
Camk2b	chr11	-	23	4166
Camk2d	chr3	+	22	4461
Camk2g	chr14	-	21	3703
Camk2n1	chr4	+	2	3613
Camk2n2	chr16	-	2	1282
Camk4	chr18	+	11	12331
Camkk1	chr11	+	16	3451
Camkk2	chr5	-	17	4888
Camkv	chr9	+	11	3031
Caml	chr13	+	4	1387
Camp	chr9	-	4	599
Camsap1	chr2	-	17	7978
Camsap1l1	chr1	-	19	7823
Camta1	chr4	-	25	1027
Camta2	chr11	-	23	454
Cand1	chr10	-	15	8209
Cand2	chr6	+	15	5453
Cant1	chr11	-	5	300
Canx	chr11	-	15	4289
Cap1	chr4	-	13	2393
Cap2	chr13	+	13	3658
Capg	chr6	+	11	1249
Capn1	chr19	-	23	3191
Capn10	chr1	+	12	2877
Capn11	chr17	-	22	2575
Capn12	chr7	+	21	2828
Capn13	chr17	-	23	2614
Capn2	chr1	-	21	3185
Capn3	chr2	+	25	3488
Capn5	chr7	-	13	4411
Capn6	chrX	-	13	3553
Capn7	chr14	+	21	3561
Capn8	chr1	+	22	3705
Capn9	chr8	+	20	2330
Capns1	chr7	-	11	1430
Capns2	chr8	+	1	1015
Caprin1	chr2	-	19	7593
Caprin2	chr6	-	19	3566
Caps2	chr10	+	17	2760
Capsl	chr15	+	5	946
Capza1	chr3	-	10	3187
Capza2	chr6	+	10	1986
Capza3	chr6	+	1	1262
Capzb	chr4	+	10	1749
Car1	chr3	-	8	1248
Car10	chr11	+	9	3336
Car11	chr7	+	9	1440
Car12	chr9	+	11	3716
Car13	chr3	+	7	2299
Car14	chr3	-	11	1625
Car15	chr16	-	8	1105
Car2	chr3	+	7	1790
Car3	chr3	+	7	1529
Car4	chr11	+	8	1300
Car5a	chr8	-	7	1239
Car5b	chrX	-	8	3449
Car6	chr4	-	8	1369
Car7	chr8	+	7	1538
Car8	chr4	-	9	5722
Car9	chr4	+	11	1959
Card10	chr15	-	21	4728
Card11	chr5	-	25	4112
Card14	chr11	+	22	3958
Card6	chr15	-	4	4531
Card9	chr2	-	12	1611
Carf	chr1	+	16	2604
Carhsp1	chr16	-	4	2849
Carkd	chr8	+	10	1420
Carm1	chr9	+	16	3218
Carns1	chr19	-	10	3968
Cars	chr7	-	23	2699
Cars2	chr8	-	15	1850
Cartpt	chr13	-	3	86
Casc1	chr6	-	16	2534
Casc3	chr11	+	14	3742
Casc4	chr2	+	11	4354
Casc5	chr2	+	24	6525
Casd1	chr6	+	18	3760
Cask	chrX	-	25	8258
Caskin1	chr17	+	20	6174
Caskin2	chr11	-	20	4722
Casp1	chr9	+	10	1513
Casp12	chr9	+	11	2605
Casp14	chr10	-	7	2331
Casp2	chr6	+	11	3463
Casp3	chr8	+	7	1457
Casp4	chr9	+	9	1432
Casp6	chr3	+	7	1455
Casp7	chr19	+	7	2349
Casp8	chr1	+	10	2777
Casp8ap2	chr4	+	11	6804
Casp9	chr4	+	9	3896
Casq1	chr1	-	11	1874
Casq2	chr3	+	11	2459
Casr	chr16	-	7	4534
Cass4	chr2	+	7	4437
Cast	chr13	-	31	276
Casz1	chr4	+	21	8500
Cat	chr2	-	13	250
Catsper1	chr19	+	12	201
Catsper2	chr2	-	13	218
Catsper3	chr13	+	8	129
Catsper4	chr4	-	11	168
Catsperb	chr12	+	27	359
Catsperg1	chr7	-	28	345
Catsperg2	chr7	-	29	383
Cav1	chr6	+	3	2767
Cav2	chr6	+	3	2473
Cav3	chr6	+	2	1157
Cbara1	chr10	+	12	2274
Cbfa2t2	chr2	+	11	604
Cbfa2t3	chr8	-	13	791
Cbfb	chr8	+	6	2913
Cbl	chr9	-	16	5083
Cblb	chr16	+	18	6322
Cblc	chr7	-	12	1662
Cbll1	chr12	-	6	1858
Cbln1	chr8	-	3	2335
Cbln2	chr18	+	3	2201
Cbln3	chr14	-	3	4723
Cbln4	chr2	-	3	2799
Cbr1	chr16	+	3	1081
Cbr2	chr11	-	8	1021
Cbr3	chr16	+	3	1167
Cbr4	chr8	+	5	1115
Cbs	chr17	-	17	2418
Cbwd1	chr19	-	15	2011
Cbx1	chr11	+	6	1274
Cbx2	chr11	+	5	3740
Cbx3	chr6	+	6	1803
Cbx4	chr11	-	5	5197
Cbx5	chr15	-	7	8986
Cbx6	chr15	-	5	5449
Cbx7	chr15	-	7	2893
Cbx8	chr11	-	5	1393
Cby1	chr15	+	5	1119
Cc2d1a	chr8	-	29	3288
Cc2d1b	chr4	+	25	3286
Cc2d2a	chr5	+	40	5449
Ccar1	chr10	-	25	4478
Ccbe1	chr18	-	11	5742
Ccbl1	chr2	-	14	1924
Ccbl2	chr3	+	14	2246
Ccbp2	chr9	+	3	2784
Ccdc101	chr7	+	10	1166
Ccdc102a	chr8	-	9	2304
Ccdc103	chr11	+	5	1800
Ccdc104	chr11	-	10	1523
Ccdc105	chr10	-	7	1718
Ccdc106	chr7	+	5	2004
Ccdc107	chr4	+	6	814
Ccdc108	chr1	-	33	5718
Ccdc109a	chr10	-	8	1423
Ccdc109b	chr3	-	8	1318
Ccdc11	chr18	+	9	2108
Ccdc110	chr8	+	7	2626
Ccdc111	chr8	-	15	3797
Ccdc112	chr18	-	10	2801
Ccdc113	chr8	+	9	1271
Ccdc114	chr7	+	13	2453
Ccdc115	chr1	-	5	1705
Ccdc116	chr16	-	4	3934
Ccdc117	chr11	-	5	3401
Ccdc12	chr9	+	7	821
Ccdc120	chrX	-	10	3641
Ccdc121	chr1	-	1	1819
Ccdc122	chr14	+	6	1721
Ccdc123	chr7	+	19	2567
Ccdc124	chr8	-	5	911
Ccdc125	chr13	+	12	2705
Ccdc126	chr6	+	3	2271
Ccdc127	chr13	+	4	8615
Ccdc129	chr6	+	14	3284
Ccdc13	chr9	-	16	2640
Ccdc130	chr8	-	10	2099
Ccdc132	chr6	+	28	5862
Ccdc134	chr15	+	7	2045
Ccdc135	chr8	+	18	2832
Ccdc136	chr6	+	16	3491
Ccdc137	chr11	+	6	2759
Ccdc138	chr10	+	16	2466
Ccdc14	chr16	+	13	4107
Ccdc141	chr2	-	24	6329
Ccdc142	chr6	+	9	3129
Ccdc144b	chr3	-	12	2478
Ccdc146	chr5	-	19	3389
Ccdc147	chr19	+	18	3345
Ccdc148	chr2	-	15	3920
Ccdc15	chr9	-	16	3525
Ccdc150	chr1	+	28	3807
Ccdc151	chr9	-	13	2200
Ccdc152	chr15	-	9	798
Ccdc153	chr9	+	7	1086
Ccdc154	chr17	+	17	2417
Ccdc155	chr7	-	20	2210
Ccdc157	chr11	-	13	5152
Ccdc158	chr5	-	25	3636
Ccdc159	chr9	+	13	1545
Ccdc160	chrX	+	2	1536
Ccdc162	chr10	-	18	2749
Ccdc163	chr4	+	10	1214
Ccdc164	chr5	+	17	2486
Ccdc17	chr4	+	13	2003
Ccdc18	chr5	+	29	4657
Ccdc19	chr1	+	12	1822
Ccdc21	chr4	-	14	3866
Ccdc22	chrX	-	17	2256
Ccdc23	chr4	+	4	980
Ccdc24	chr4	-	8	1279
Ccdc25	chr14	+	9	2227
Ccdc27	chr4	-	12	2084
Ccdc28a	chr10	-	6	1166
Ccdc28b	chr4	-	6	840
Ccdc3	chr2	+	3	2658
Ccdc30	chr4	-	15	2536
Ccdc32	chr2	-	4	1870
Ccdc33	chr9	-	23	3597
Ccdc34	chr2	+	6	2079
Ccdc36	chr9	-	7	2866
Ccdc37	chr6	-	17	2141
Ccdc38	chr10	+	16	3655
Ccdc39	chr3	-	20	3616
Ccdc40	chr11	+	19	4979
Ccdc41	chr10	+	16	2986
Ccdc42	chr11	+	7	1353
Ccdc42b	chr5	-	7	921
Ccdc43	chr11	-	5	2307
Ccdc45	chr11	+	20	2727
Ccdc46	chr11	+	29	3753
Ccdc47	chr11	-	13	3268
Ccdc48	chr6	+	8	2753
Ccdc50	chr16	+	11	6981
Ccdc51	chr9	+	4	2397
Ccdc53	chr10	+	8	1379
Ccdc54	chr16	-	1	1296
Ccdc55	chr11	-	7	3114
Ccdc56	chr11	-	2	718
Ccdc57	chr11	-	19	3390
Ccdc58	chr16	+	6	1225
Ccdc59	chr10	+	4	1078
Ccdc6	chr10	+	9	5511
Ccdc60	chr5	-	14	2582
Ccdc61	chr7	-	14	2010
Ccdc62	chr5	+	13	3920
Ccdc63	chr5	-	13	2283
Ccdc64	chr5	-	9	1853
Ccdc64b	chr17	+	10	1922
Ccdc65	chr15	+	8	1877
Ccdc66	chr14	-	18	2942
Ccdc67	chr9	-	12	3025
Ccdc68	chr18	+	11	1525
Ccdc69	chr11	-	7	1419
Ccdc7	chr8	-	15	1990
Ccdc70	chr8	+	2	1054
Ccdc71	chr9	+	2	3108
Ccdc72	chr9	-	4	637
Ccdc73	chr2	+	18	3944
Ccdc74a	chr16	+	8	1278
Ccdc75	chr17	+	10	4207
Ccdc76	chr3	-	12	3159
Ccdc77	chr6	-	12	2166
Ccdc78	chr17	+	13	1651
Ccdc79	chr8	-	20	2950
Ccdc8	chr7	+	1	2058
Ccdc80	chr16	+	8	3648
Ccdc81	chr7	-	15	2691
Ccdc82	chr9_random	+	9	4642
Ccdc83	chr7	-	12	2142
Ccdc84	chr9	-	11	1158
Ccdc85a	chr11	-	5	6618
Ccdc85b	chr19	-	1	4401
Ccdc85c	chr12	-	6	1547
Ccdc86	chr19	-	4	3003
Ccdc87	chr19	+	1	3163
Ccdc88a	chr11	+	32	9262
Ccdc88b	chr19	-	27	4959
Ccdc88c	chr12	-	30	6292
Ccdc89	chr7	+	1	2353
Ccdc9	chr7	-	14	2570
Ccdc90a	chr13	-	9	4356
Ccdc90b	chr7	+	9	1596
Ccdc91	chr6	+	13	2459
Ccdc92	chr5	-	4	2256
Ccdc93	chr1	+	24	7256
Ccdc94	chr17	+	8	1313
Ccdc96	chr5	+	1	3584
Ccdc97	chr7	-	5	2986
Ccdc99	chr11	-	12	2510
Cchcr1	chr17	+	18	2659
Ccin	chr4	+	1	2030
Cck	chr9	-	3	686
Cckar	chr5	-	5	2929
Cckbr	chr7	+	5	2483
Ccl1	chr11	-	3	505
Ccl11	chr11	+	3	1073
Ccl12	chr11	+	3	536
Ccl17	chr8	+	3	514
Ccl19	chr4	+|-	8	1440
Ccl2	chr11	+	3	806
Ccl20	chr1	+	4	802
Ccl21a	chr4	+|-	8	1736
Ccl21b	chr4	+|-	16	3324
Ccl21b	chrUn_random	-	8	1662
Ccl21c	chr4	+|-	16	3468
Ccl21c	chrUn_random	-	8	1734
Ccl22	chr8	+	3	1811
Ccl24	chr5	-	3	1289
Ccl25	chr8	+	8	1274
Ccl26	chr5	-	3	282
Ccl27a	chr4	-	7	1468
Ccl27b	chr4	+|-	21	3132
Ccl28	chr13_random	-	3	3739
Ccl3	chr11	-	3	790
Ccl4	chr11	+	3	660
Ccl5	chr11	-	3	531
Ccl6	chr11	-	4	1436
Ccl7	chr11	+	3	799
Ccl8	chr11	+	3	511
Ccl9	chr11	-	4	3008
Ccm2	chr11	+	12	2104
Ccna1	chr3	-	9	1566
Ccna2	chr3	-	8	2811
Ccnb1	chr13	-	9	2316
Ccnb1ip1	chr14	-	4	1508
Ccnb2	chr9	-	9	1541
Ccnb3	chrX	-	14	4554
Ccnc	chr4	+	13	3868
Ccnd1	chr7	-	5	3796
Ccnd2	chr6	-	5	5771
Ccnd3	chr17	+	7	2260
Ccndbp1	chr2	+	11	1572
Ccne1	chr7	-	12	1956
Ccne2	chr4	+	13	3217
Ccnf	chr17	-	17	3099
Ccng1	chr11	-	6	3487
Ccng2	chr5	+	8	2494
Ccnh	chr13	+	9	1976
Ccni	chr5	-	7	2804
Ccnj	chr19	+	6	3817
Ccnjl	chr11	+	6	2672
Ccnk	chr12	+	12	2632
Ccnl1	chr3	-	11	2145
Ccnl2	chr4	+	11	2442
Ccno	chr13	+	3	1876
Ccnt1	chr15	-	9	214
Ccnt2	chr1	+	9	348
Ccny	chr18	-	10	4017
Ccnyl1	chr1	+	10	2925
Ccpg1	chr9	+	9	3634
Ccr1	chr9	-	2	2831
Ccr10	chr11	-	2	1725
Ccr1l1	chr9	-	1	1460
Ccr2	chr9	+	3	3589
Ccr3	chr9	+	2	3273
Ccr4	chr9	-	2	2787
Ccr5	chr9	+	2	2926
Ccr6	chr17	+	7	2080
Ccr7	chr11	-	3	1975
Ccr8	chr9	+	2	1156
Ccr9	chr9	+	4	4392
Ccrl1	chr9	-	3	2109
Ccrl2	chr9	-	2	2110
Ccrn4l	chr3	+	3	3069
Ccs	chr19	-	8	1057
Cct2	chr10	-	16	189
Cct3	chr3	+	14	193
Cct4	chr11	+	14	192
Cct5	chr15	-	11	173
Cct6a	chr5	+	13	200
Cct6b	chr11	-	14	171
Cct7	chr6	+	12	239
Cct8	chr16	-	15	234
Cct8l1	chr5	+	1	196
Ccz1	chr5	-	15	1769
Cd101	chr3	-	10	3269
Cd109	chr9	+	33	5867
Cd14	chr18	-	2	1497
Cd151	chr7	+	9	2012
Cd160	chr3	-	6	2642
Cd163	chr6	+	17	4492
Cd163l1	chr7	+	14	3454
Cd164	chr10	+	6	2830
Cd164l2	chr4	+	6	986
Cd177	chr7	-	17	2714
Cd180	chr13	+	3	2326
Cd19	chr7	-	15	2436
Cd1d1	chr3	-	6	1843
Cd1d2	chr3	+	6	1244
Cd2	chr3	-	5	1144
Cd200	chr16	-	6	2347
Cd200r1	chr16	+	7	1891
Cd200r2	chr16	+	6	1750
Cd200r3	chr16	+	7	2207
Cd200r4	chr16	+	6	1700
Cd207	chr6	-	6	1530
Cd209a	chr8	-	7	1484
Cd209b	chr8	-	10	2020
Cd209c	chr8	-	5	1550
Cd209d	chr8	-	7	863
Cd209e	chr8	-	6	1771
Cd209f	chr8	-	8	1109
Cd209g	chr8	+	8	832
Cd22	chr7	-	17	4314
Cd226	chr18	+	7	2487
Cd244	chr1	+	9	3758
Cd247	chr1	+	10	4604
Cd248	chr19	+	1	2562
Cd24a	chr10	+	2	1816
Cd27	chr6	-	6	1576
Cd274	chr19	+	7	3638
Cd276	chr9	-	7	3185
Cd28	chr1	+	4	4317
Cd2ap	chr17	-	18	5399
Cd2bp2	chr7	-	7	3284
Cd300a	chr11	+	7	4642
Cd300c	chr11	-	4	690
Cd300e	chr11	-	4	1949
Cd300lb	chr11	-	4	2880
Cd300ld	chr11	-	4	2436
Cd300lf	chr11	-	7	1885
Cd300lg	chr11	+	8	2732
Cd300lh	chr11	-	4	738
Cd302	chr2	-	5	1257
Cd320	chr17	+	5	2209
Cd33	chr7	-	7	2571
Cd34	chr1	+	8	2621
Cd36	chr5	-	17	3927
Cd37	chr7	-	8	1226
Cd38	chr5	+	8	2995
Cd3d	chr9	+	5	1330
Cd3e	chr9	-	8	1436
Cd3eap	chr7	-	3	2246
Cd3g	chr9	-	7	1023
Cd4	chr6	-	10	3095
Cd40	chr2	+	8	1784
Cd40lg	chrX	+	5	1250
Cd44	chr2	-	19	5652
Cd46	chr1	-	11	1213
Cd47	chr16	+	10	1914
Cd48	chr1	+	4	1142
Cd5	chr19	-	11	2069
Cd52	chr4	-	2	503
Cd53	chr3	-	8	2802
Cd55	chr1	-	10	2526
Cd59a	chr2	+	5	1808
Cd59b	chr2	+	4	796
Cd5l	chr3	+	6	2037
Cd6	chr19	-	13	3034
Cd63	chr10	+	9	1033
Cd68	chr11	-	6	1008
Cd69	chr6	-	5	1620
Cd7	chr11	-	4	1040
Cd70	chr17	-	3	842
Cd72	chr4	-	9	1503
Cd74	chr18	+	9	1415
Cd79a	chr7	+	5	1327
Cd79b	chr11	-	6	1198
Cd80	chr16	+	5	1700
Cd81	chr7	+	8	1518
Cd82	chr2	-	11	1854
Cd83	chr13	+	5	2145
Cd84	chr1	+	9	3291
Cd86	chr16	-	8	2539
Cd8a	chr6	+	5	3130
Cd8b1	chr6	+	6	1416
Cd9	chr6	-	8	1192
Cd93	chr2	-	2	6638
Cd96	chr16	-	15	2181
Cd97	chr8	-	20	3253
Cd99l2	chrX	-	10	3600
Cda	chr4	-	4	809
Cdadc1	chr14	-	12	4127
Cdan1	chr2	-	28	6384
Cdc123	chr2	-	13	1623
Cdc14a	chr3	-	16	4485
Cdc14b	chr13	-	15	5993
Cdc16	chr8	+	18	2231
Cdc20	chr4	-	10	1784
Cdc23	chr18	-	16	4134
Cdc25a	chr9	+	15	3627
Cdc25b	chr2	+	16	3151
Cdc25c	chr18	-	15	1941
Cdc26	chr4	-	4	794
Cdc27	chr11	-	19	5778
Cdc34	chr10	+	5	1266
Cdc37	chr9	-	8	2456
Cdc37l1	chr19	+	7	2517
Cdc40	chr10	-	15	3366
Cdc42	chr4	-	6	2125
Cdc42bpa	chr1	+	37	8656
Cdc42bpb	chr12	-	37	6718
Cdc42bpg	chr19	+	37	5994
Cdc42ep1	chr15	+	3	2542
Cdc42ep2	chr19	-	2	1491
Cdc42ep3	chr17	-	2	1967
Cdc42ep4	chr11	-	3	3375
Cdc42ep5	chr7	-	3	864
Cdc42se1	chr3	+	6	2820
Cdc42se2	chr11	-	6	3138
Cdc45	chr16	-	20	2143
Cdc5l	chr17	-	16	2991
Cdc6	chr11	+	13	4701
Cdc7	chr5	+	12	2960
Cdc73	chr1	-	17	2678
Cdca2	chr14	-	16	3932
Cdca3	chr6	+	6	1488
Cdca4	chr12	-	2	2419
Cdca5	chr19	+	6	1906
Cdca7	chr2	+	9	2361
Cdca7l	chr12	+	10	2611
Cdca8	chr4	-	10	1626
Cdcp1	chr9	-	9	3849
Cdcp2	chr4	+	4	2611
Cdh1	chr8	+	16	4413
Cdh10	chr15	+	12	3405
Cdh11	chr8	-	13	4216
Cdh12	chr15	+	12	5639
Cdh13	chr8	+	14	2290
Cdh15	chr8	+	14	2843
Cdh16	chr8	-	18	2860
Cdh17	chr4	+	18	3462
Cdh18	chr15	+	12	2744
Cdh19	chr1	-	12	3054
Cdh2	chr18	-	16	4646
Cdh20	chr1	+	12	3722
Cdh22	chr2	-	12	3586
Cdh23	chr10	-	69	10567
Cdh24	chr14	-	12	2728
Cdh26	chr2	+	15	2891
Cdh29	chr9	+	7	1466
Cdh3	chr8	+	16	3995
Cdh4	chr2	+	16	6343
Cdh5	chr8	+	12	3986
Cdh6	chr15	-	12	2632
Cdh7	chr1	+	12	3353
Cdh8	chr8	-	13	4301
Cdh9	chr15	+	11	2902
Cdhr1	chr14	-	17	4304
Cdhr2	chr13	+	32	4127
Cdhr3	chr12	-	20	2953
Cdhr4	chr9	+	9	1135
Cdhr5	chr7	-	15	2629
Cdipt	chr7	+	6	185
Cdk1	chr10	-	8	2860
Cdk10	chr8	+	13	1649
Cdk11b	chr4	+	20	2589
Cdk12	chr11	+	14	8704
Cdk13	chr13	-	14	7081
Cdk14	chr5	-	15	4911
Cdk15	chr1	+	14	1477
Cdk16	chrX	+	16	3042
Cdk17	chr10	+	17	3643
Cdk18	chr1	-	16	3046
Cdk19	chr10	+	13	5807
Cdk2	chr10	-	8	2432
Cdk20	chr13	+	8	1827
Cdk2ap1	chr5	-	4	1250
Cdk2ap2	chr19	+	4	911
Cdk3-ps	chr11	+	7	1427
Cdk4	chr10	+	8	1346
Cdk5	chr5	-	12	2058
Cdk5r1	chr11	+	1	4134
Cdk5r2	chr1	+	1	2704
Cdk5rap1	chr2	-	14	1970
Cdk5rap2	chr4	-	37	5603
Cdk5rap3	chr11	-	14	1875
Cdk6	chr5	+	7	2470
Cdk7	chr13	-	12	7597
Cdk8	chr5	+	13	2586
Cdk9	chr2	-	7	3389
Cdkal1	chr13	-	16	2538
Cdkl1	chr12	-	10	1689
Cdkl2	chr5	-	14	4041
Cdkl3	chr11	+	17	3507
Cdkl4	chr17	-	10	2931
Cdkl5	chrX	-	19	3246
Cdkn1a	chr17	+	4	2026
Cdkn1b	chr6	+	3	2405
Cdkn1c	chr7	-	4	1942
Cdkn2a	chr4	-	4	1136
Cdkn2aip	chr8	-	3	3494
Cdkn2aipnl	chr11	+	3	1864
Cdkn2b	chr4	-	2	1393
Cdkn2c	chr4	-	2	1106
Cdkn2d	chr9	-|+	4	2540
Cdkn3	chr14	+	8	773
Cdnf	chr2	+	4	3013
Cdo1	chr18	-	5	1530
Cdon	chr9	+	19	7214
Cdr1	chrX	-	1	2313
Cdr2	chr7	-	5	2525
Cdr2l	chr11	+	5	3700
Cdrt4	chr11	+	2	71
Cds1	chr5	+	13	3918
Cds2	chr2	+	13	8278
Cdsn	chr17	+	2	2678
Cdt1	chr8	+	10	213
Cdv3	chr9	-	6	4552
Cdx1	chr18	-	3	1750
Cdx2	chr5	-	3	2145
Cdx4	chrX	+	3	1595
Cdyl	chr13	+	11	3929
Cdyl2	chr8	-	7	2411
Ceacam1	chr7	-	9	3736
Ceacam10	chr7	+	4	1049
Ceacam11	chr7	+	4	1011
Ceacam12	chr7	+	5	2624
Ceacam13	chr7	+	4	1085
Ceacam14	chr7	+	3	1024
Ceacam15	chr7	-	3	1391
Ceacam16	chr7	-	6	1635
Ceacam18	chr7	+	6	1937
Ceacam19	chr7	-	7	3361
Ceacam2	chr7	-	9	3827
Ceacam20	chr7	+	12	2895
Ceacam3	chr7	+	7	2121
Ceacam5	chr7	+	9	3248
Ceacam9	chr7	+	3	1374
Ceacam-ps1	chr7	-	3	715
Cebpa	chr7	+	1	2640
Cebpb	chr2	+	1	1504
Cebpd	chr16	+	1	2260
Cebpe	chr14	-	2	1238
Cebpg	chr7	-	2	4702
Cebpz	chr17	-	16	4077
Cecr2	chr6	+	19	9213
Cecr5	chr6	-	8	1908
Cecr6	chr6	-	1	4869
Cel	chr2	-	11	2038
Cela1	chr15	-	8	1106
Cela2a	chr4	-	8	912
Cela3b	chr4	-	8	897
Celf1	chr2	+	15	2332
Celf2	chr2	-	18	9518
Celf3	chr3	+	13	2744
Celf4	chr18	-	13	5546
Celf5	chr10	-	12	4390
Celf6	chr9	+	12	2765
Celsr1	chr15	-	35	11050
Celsr2	chr3	-	34	10543
Celsr3	chr9	+	35	11547
Cend1	chr7	-	2	1657
Cenpa	chr5	+	5	1337
Cenpb	chr2	-	1	2724
Cenpc1	chr5	-	19	3191
Cenpe	chr3	+	46	7813
Cenpf	chr1	-	18	11122
Cenph	chr13	-	9	1239
Cenpi	chrX	+	23	3148
Cenpj	chr14	-	17	4363
Cenpk	chr13	+	12	1832
Cenpl	chr1	+	4	4327
Cenpm	chr15	-	6	1328
Cenpn	chr8	+	12	1768
Cenpo	chr12	-	7	4343
Cenpp	chr13	-	8	1054
Cenpq	chr17	-	9	1442
Cenpt	chr8	-	13	169
Cenpv	chr11	-	5	1034
Cenpw	chr10	-	3	1512
Cep110	chr2	+	45	7792
Cep120	chr18	-	21	4554
Cep135	chr5	+	25	5314
Cep152	chr2	-	28	5768
Cep164	chr9	-	30	5488
Cep170	chr1	-	20	6930
Cep192	chr18	+	46	8093
Cep250	chr2	+	33	7982
Cep290	chr10	+	53	8006
Cep350	chr1	-	38	13307
Cep55	chr19	+	10	2778
Cep57	chr9	-	11	2843
Cep57l1	chr10	-	13	2387
Cep63	chr9	-	17	2696
Cep68	chr11	-	7	4810
Cep70	chr9	+	18	2579
Cep72	chr13	-	12	3632
Cep76	chr18	-	12	3979
Cep78	chr19	-	15	2549
Cep97	chr16	-	11	8509
Cept1	chr3	-	9	273
Cer1	chr4	-	2	1742
Cercam	chr2	+	12	2715
Cerk	chr15	-	13	4546
Cerkl	chr2	-	13	1759
Ces1a	chr8	-	14	1979
Ces1b	chr8	-	14	1965
Ces1c	chr8	-	13	1839
Ces1d	chr8	-	14	1966
Ces1e	chr8	-	14	2073
Ces1f	chr8	-	14	1915
Ces1g	chr8	-	14	2289
Ces2a	chr8	+	12	1964
Ces2b	chr8	+	12	1895
Ces2c	chr8	+	12	1969
Ces2d-ps	chr8	+	12	1963
Ces2e	chr8	+	12	2699
Ces2f	chr8	+	13	1823
Ces2g	chr8	+	12	2859
Ces3a	chr8	+	13	2049
Ces3b	chr8	+	13	2065
Ces4a	chr8	+	14	2433
Ces5a	chr8	-	10	1273
Cetn1	chr18	-	1	105
Cetn2	chrX	-	5	115
Cetn3	chr13	+	5	99
Cetn4	chr3	-	5	103
Cfb	chr17	-	18	2747
Cfc1	chr1	+	6	1038
Cfd	chr10	+	5	923
Cfdp1	chr8	-	7	1215
Cfh	chr1	-	22	4365
Cfhr1	chr1	-	6	1732
Cfhr2	chr1	-	6	1602
Cfi	chr3	+	14	2073
Cfl1	chr19	+	4	1184
Cfl2	chr12	-	4	2938
Cflar	chr1	+	10	7812
Cfp	chrX	-	9	1524
Cftr	chr6	+	27	619
Cga	chr4	+	4	691
Cggbp1	chr16	+	3	4320
Cgn	chr3	-	21	5038
Cgnl1	chr9	-	19	6754
Cgref1	chr5	-	6	1331
Cgrrf1	chr14	+	6	1202
Ch25h	chr19	-	1	1352
Chac1	chr2	+	3	1569
Chac2	chr11	-	3	1328
Chad	chr11	+	4	1653
Chadl	chr15	-	6	2546
Chaf1a	chr17	+	14	3308
Chaf1b	chr16	+	14	1913
Chat	chr14	-	16	274
Chchd1	chr14	+	3	595
Chchd10	chr10	+	4	948
Chchd2	chr5	-	4	910
Chchd3	chr6	-	8	1432
Chchd4	chr6	-	3	1245
Chchd5	chr2	+	4	1302
Chchd6	chr6	-	8	1126
Chchd7	chr4	+	5	695
Chchd8	chr7	+	2	834
Chd1	chr17	+	36	7918
Chd1l	chr3	-	23	2989
Chd2	chr7	-	39	9071
Chd3	chr11	-	39	7179
Chd4	chr6	+	39	6425
Chd5	chr4	+	42	9486
Chd6	chr2	-	37	10549
Chd7	chr4	+	38	9443
Chd8	chr14	-	37	8190
Chd9	chr8	+	40	11517
Chdh	chr14	+	10	5891
Chek1	chr9	-	13	3397
Chek2	chr5	+	15	2247
