geneName	geneChromosome	strand	exonNumber	geneLength
CNO	chr4	+	1	1546
CNOT1	chr16	-	49	8710
CNOT10	chr3	+	19	2741
CNOT2	chr12	+	18	4116
CNOT3	chr19	+	18	2887
CNOT4	chr7	-	13	5388
CNOT6	chr5	+	12	6176
CNOT6L	chr4	-	12	8794
CNOT7	chr8	-	7	3560
CNOT8	chr5	+	7	2483
CNP	chr17	+	4	5222
CNPPD1	chr2	-	8	2074
CNPY1	chr7	-	4	2234
CNPY2	chr12	-	6	1598
CNPY3	chr6	+	6	1765
CNPY4	chr7	+	6	1467
CNR1	chr6	-	4	5955
CNR2	chr1	-	2	1775
CNRIP1	chr2	-	4	2312
CNST	chr1	+	11	5564
CNTD1	chr17	+	7	3277
CNTD2	chr19	-	5	1817
CNTF	chr11	+	2	1893
CNTFR	chr9	-	11	2111
CNTLN	chr9	+	26	9213
CNTN1	chr12	+	24	3427
CNTN2	chr1	+	23	7670
CNTN3	chr3	-	22	4997
CNTN4	chr3	+	27	5447
CNTN5	chr11	+	25	7705
CNTN6	chr3	+	23	3530
CNTNAP1	chr17	+	24	5454
CNTNAP2	chr7	+	24	9892
CNTNAP3	chr9	-	24	5229
CNTNAP3B	chr9	+	24	6380
CNTNAP4	chr16	+	25	4935
CNTNAP5	chr2	+	24	5283
CNTRL	chr9	+	42	7431
CNTROB	chr17	+	19	4143
COA5	chr2	-	3	1662
COASY	chr17	+	9	2553
COBL	chr7	-	13	5310
COBLL1	chr2	-	14	4921
COBRA1	chr9	+	13	2566
COCH	chr14	+	11	2882
COG1	chr17	+	14	3034
COG2	chr1	+	18	2960
COG3	chr13	+	23	4596
COG4	chr16	-	19	2822
COG5	chr7	-	22	7553
COG6	chr13	+	21	7005
COG7	chr16	-	17	2937
COG8	chr16	-	6	2495
COIL	chr17	-	7	2633
COL10A1	chr6	-	3	3290
COL11A1	chr1	-	68	7444
COL11A2	chr6	-	66	6607
COL11A2	chr6_cox_hap2	-	66	6607
COL11A2	chr6_dbb_hap3	-	66	6607
COL11A2	chr6_mann_hap4	-	66	6607
COL11A2	chr6_mcf_hap5	-	66	6607
COL11A2	chr6_qbl_hap6	-	66	6607
COL11A2	chr6_ssto_hap7	-	65	600
COL12A1	chr6	-	66	11579
COL13A1	chr10	+	40	3137
COL14A1	chr8	+	48	6459
COL15A1	chr9	+	42	5273
COL16A1	chr1	-	71	5584
COL17A1	chr10	-	56	5610
COL18A1	chr21	+	44	6049
COL19A1	chr6	+	51	8725
COL1A1	chr17	-	51	5927
COL1A2	chr7	+	52	5411
COL20A1	chr20	+	36	4172
COL21A1	chr6	-	30	4173
COL22A1	chr8	-	65	6346
COL23A1	chr5	-	29	3063
COL24A1	chr1	-	60	6500
COL25A1	chr4	-	37	2898
COL27A1	chr9	+	61	5583
COL28A1	chr7	-	35	3515
COL2A1	chr12	-	54	5087
COL3A1	chr2	+	51	5490
COL4A1	chr13	-	52	6532
COL4A2	chr13	+	48	6263
COL4A3	chr2	+	52	8097
COL4A3BP	chr5	-	19	5618
COL4A4	chr2	-	48	10341
COL4A5	chrX	+	51	6432
COL4A6	chrX	-	46	6815
COL5A1	chr9	+	66	8438
COL5A2	chr2	-	54	6930
COL5A3	chr19	-	67	6174
COL6A1	chr21	+	35	4225
COL6A2	chr21	+	29	4342
COL6A3	chr2	-	44	10696
COL6A4P1	chr3	-	5	2249
COL6A4P2	chr3	+	23	9162
COL6A5	chr3	+	42	9226
COL6A6	chr3	+	36	8470
COL7A1	chr3	-	118	9169
COL8A1	chr3	+	5	2658
COL8A2	chr1	-	2	4445
COL9A1	chr6	-	39	4010
COL9A2	chr1	-	32	2831
COL9A3	chr20	+	32	2485
COLEC10	chr8	+	6	1703
COLEC11	chr2	+	8	1382
COLEC12	chr18	-	10	3134
COLQ	chr3	-	18	3366
COMMD1	chr2	+	3	713
COMMD10	chr5	+	7	1424
COMMD2	chr3	-	5	3706
COMMD3	chr10	+	8	942
COMMD3-BMI1	chr10	+	14	3388
COMMD4	chr15	+	8	925
COMMD5	chr8	-	3	1635
COMMD6	chr13	-	5	1722
COMMD7	chr20	-	9	1911
COMMD8	chr4	-	5	1411
COMMD9	chr11	-	6	2974
COMP	chr19	-	19	2452
COMT	chr22	+	8	2553
COMTD1	chr10	-	7	975
COPA	chr1	-	33	5666
COPB1	chr11	-	22	3527
COPB2	chr3	-	22	3202
COPE	chr19	-	10	1134
COPG	chr3	+	24	3074
COPG2	chr7	-	13	1734
COPS2	chr15	-	13	4108
COPS3	chr17	-	13	1988
COPS4	chr4	+	10	1748
COPS5	chr8	-	8	1489
COPS6	chr7	+	10	1425
COPS7A	chr12	+	8	2305
COPS7B	chr2	+	7	1977
COPS8	chr2	+	9	2323
COPZ1	chr12	+	9	1897
COPZ2	chr17	-	9	903
COQ10A	chr12	+	6	1805
COQ10B	chr2	+	5	1974
COQ2	chr4	-	7	1641
COQ3	chr6	-	7	1265
COQ4	chr9	+	7	1572
COQ5	chr12	-	7	1509
COQ6	chr14	+	13	1846
COQ7	chr16	+	7	2753
COQ9	chr16	+	9	1689
CORIN	chr4	-	22	4942
CORO1A	chr16	+	12	1933
CORO1B	chr11	-	12	1979
CORO1C	chr12	-	11	3813
CORO2A	chr9	-	13	5759
CORO2B	chr15	+	14	3997
CORO6	chr17	-	10	2397
CORO7	chr16	-	28	3837
CORO7-PAM16	chr16	-	31	3658
CORT	chr1	+	2	1231
COTL1	chr16	-	4	1825
COX10	chr17	+	7	3002
COX11	chr17	-	5	2717
COX15	chr10	-	9	7689
COX16	chr14	-	4	1717
COX17	chr3	-	3	423
COX18	chr4	-	6	4523
COX19	chr7	-	3	4891
COX4I1	chr16	+	5	824
COX4I2	chr20	+	5	684
COX4NB	chr16	-	5	1963
COX5A	chr15	-	5	769
COX5B	chr2	+	4	505
COX6A1	chr12	+	3	545
COX6A2	chr16	-	3	440
COX6B1	chr19	+	4	590
COX6B2	chr19	-	5	1663
COX6C	chr8	-	4	921
COX7A1	chr19	-	4	762
COX7A2	chr6	-	4	754
COX7A2L	chr2	-	3	1114
COX7B	chrX	+	3	456
COX7B2	chr4	-	3	543
COX7C	chr5	+	3	407
COX8A	chr11	+	2	507
COX8C	chr14	+	2	531
CP	chr3	-	19	4662
CPA1	chr7	+	10	1429
CPA2	chr7	+	11	1329
CPA3	chr3	+	11	1684
CPA4	chr7	+	11	2817
CPA5	chr7	+	14	2078
CPA6	chr8	-	11	1904
CPAMD8	chr19	-	42	5988
CPB1	chr3	+	11	1460
CPB2	chr13	-	11	1766
CPD	chr17	+	22	9208
CPE	chr4	+	9	2428
CPEB1	chr15	-	12	3490
CPEB2	chr4	+	12	6887
CPEB3	chr10	-	11	6011
CPEB4	chr5	+	10	7769
CPLX1	chr4	-	4	2140
CPLX2	chr5	+	6	4934
CPLX3	chr15	+	3	2012
CPLX4	chr18	-	3	1964
CPM	chr12	-	10	6726
CPN1	chr10	-	9	1756
CPN2	chr3	-	2	3028
CPNE1	chr20	-	19	2631
CPNE2	chr16	+	16	2238
CPNE3	chr8	+	17	4864
CPNE4	chr3	-	16	2571
CPNE5	chr6	-	21	3339
CPNE6	chr14	+	17	2010
CPNE7	chr16	+	17	2657
CPNE8	chr12	-	20	3461
CPNE9	chr3	+	20	2049
CPO	chr2	+	9	1209
CPOX	chr3	-	7	2709
CPPED1	chr16	-	4	6143
CPS1	chr2	+	40	6165
CPS1-IT1	chr2	+	1	2305
CPSF1	chr8	-	38	4494
CPSF2	chr14	+	16	5072
CPSF3	chr2	+	18	2171
CPSF3L	chr1	-	17	2135
CPSF4	chr7	+	8	1826
CPSF4L	chr17	-	6	647
CPSF6	chr12	+	10	6616
CPSF7	chr11	-	11	3767
CPT1A	chr11	-	20	5485
CPT1B	chr22	-	20	3157
CPT1C	chr19	+	20	2918
CPT2	chr1	+	5	3094
CPVL	chr7	-	13	1779
CPXCR1	chrX	+	3	1629
CPXM1	chr20	-	14	2400
CPXM2	chr10	-	14	3724
CPZ	chr4	+	11	2540
CR1	chr1	+	47	9966
CR1L	chr1	+	12	1837
CR2	chr1	+	20	4170
CRABP1	chr15	+	4	772
CRABP2	chr1	-	5	1164
CRADD	chr12	+	3	1188
CRAMP1L	chr16	+	20	7673
CRAT	chr9	-	15	2865
CRB1	chr1	+	12	5006
CRB2	chr9	+	13	5641
CRB3	chr19	+	4	1106
CRBN	chr3	-	11	2591
CRCP	chr7	+	7	2923
CRCT1	chr1	+	2	695
CREB1	chr2	+	9	9779
CREB3	chr9	+	9	1851
CREB3L1	chr11	+	12	2671
CREB3L2	chr7	-	12	7455
CREB3L3	chr19	+	10	2584
CREB3L4	chr1	+	10	1747
CREB5	chr7	+	14	8821
CREBBP	chr16	-	31	10196
CREBL2	chr12	+	4	3748
CREBZF	chr11	-	1	7575
CREG1	chr1	-	4	2025
CREG2	chr2	-	4	3488
CRELD1	chr3	+	11	2890
CRELD2	chr22	+	11	1575
CREM	chr10	+	14	4254
CRH	chr8	-	2	1434
CRHBP	chr5	+	7	1838
CRHR1	chr17	+	17	3082
CRHR1	chr17_ctg5_hap1	-	17	300
CRHR2	chr7	-	16	3590
CRIM1	chr2	+	17	5611
CRIP1	chr14	+	6	478
CRIP2	chr14	+	8	1206
CRIP3	chr6	-	8	956
CRIPAK	chr4	+	1	4443
CRIPT	chr2	+	5	1918
CRISP1	chr6	-	9	1967
CRISP2	chr6	-	10	1408
CRISP3	chr6	-	8	2246
CRISPLD1	chr8	+	15	4329
CRISPLD2	chr16	+	15	4589
CRK	chr17	-	3	2397
CRKL	chr22	+	3	5325
CRLF1	chr19	-	9	1804
CRLF2	chrX	-	6	777
CRLF2	chrY	-	6	777
CRLF3	chr17	-	8	2941
CRLS1	chr20	+	8	4112
CRMP1	chr4	-	15	3507
CRNDE	chr16	-	5	1310
CRNKL1	chr20	-	15	4406
CRNN	chr1	-	3	1913
CROCC	chr1	+	37	6656
CROCCP2	chr1	-	7	1765
CROCCP3	chr1	-	15	5368
CROT	chr7	+	19	4099
CRP	chr1	-	2	2015
CRSP8P	chr5	-	1	1362
CRTAC1	chr10	-	16	3066
CRTAM	chr11	+	10	2422
CRTAP	chr3	+	7	6651
CRTC1	chr19	+	15	6992
CRTC2	chr1	-	14	2678
CRTC3	chr15	+	15	5171
CRX	chr19	+	4	4466
CRY1	chr12	-	13	3257
CRY2	chr11	+	13	4368
CRYAA	chr21	+	3	1114
CRYAB	chr11	-	3	691
CRYBA1	chr17	+	6	790
CRYBA2	chr2	-	4	885
CRYBA4	chr22	+	6	811
CRYBB1	chr22	-	6	921
CRYBB2	chr22	+	6	763
CRYBB2P1	chr22	+	6	1501
CRYBB3	chr22	+	6	853
CRYGA	chr2	-	3	606
CRYGB	chr2	-	3	626
CRYGC	chr2	-	3	629
CRYGD	chr2	-	3	707
CRYGN	chr7	-	4	723
CRYGS	chr3	-	3	842
CRYL1	chr13	-	8	1501
CRYM	chr16	-	10	1506
CRYZ	chr1	-	10	2303
CRYZL1	chr21	-	13	1710
CS	chr12	-	11	2976
CSAD	chr12	-	17	2695
CSAG1	chrX	+	5	875
CSAG2	chrX	-|+	4	1694
CSAG3	chrX	-|+	4	1694
CSDA	chr12	-	10	1974
CSDAP1	chr16	-	1	1758
CSDC2	chr22	+	4	2530
CSDE1	chr1	-	21	4313
CSE1L	chr20	+	25	3561
CSF1	chr1	+	10	3654
CSF1R	chr5	-	22	3989
CSF2	chr5	+	4	781
CSF2RA	chrX	+	16	2298
CSF2RA	chrY	+	16	2298
CSF2RB	chr22	+	14	4846
CSF3	chr17	+	4	1768
CSF3R	chr1	-	17	3490
CSGALNACT1	chr8	-	14	4887
CSGALNACT2	chr10	+	8	3723
CSH1	chr17	-	5	918
CSH2	chr17	-	4	1136
CSHL1	chr17	-	5	841
CSK	chr15	+	13	2740
CSMD1	chr8	-	70	14317
CSMD2	chr1	-	70	13108
CSMD3	chr8	-	73	13353
CSN1S1	chr4	+	16	981
CSN1S2AP	chr4	+	13	777
CSN1S2BP	chr4	+	8	432
CSN2	chr4	-	7	1067
CSN3	chr4	+	5	808
CSNK1A1	chr5	-	11	3149
CSNK1A1L	chr13	-	1	2405
CSNK1A1P1	chr15	-	4	1690
CSNK1D	chr17	-	10	3769
CSNK1E	chr22	-	12	2891
CSNK1G1	chr15	-	12	8163
CSNK1G2	chr19	+	12	2904
CSNK1G3	chr5	+	14	4461
CSNK2A1	chr20	-	14	2836
CSNK2A1P	chr11	-	1	1584
CSNK2A2	chr16	-	12	1658
CSNK2B	chr6	+	7	1128
CSNK2B	chr6_cox_hap2	+	7	1128
CSNK2B	chr6_dbb_hap3	+	7	1129
CSNK2B	chr6_mann_hap4	+	7	1128
CSNK2B	chr6_mcf_hap5	+	7	1128
CSNK2B	chr6_qbl_hap6	+	7	1128
CSNK2B	chr6_ssto_hap7	+	7	110
CSPG4	chr15	-	10	8290
CSPG4P1Y	chrY	-|+	4	1590
CSPG5	chr3	-	6	2590
CSPP1	chr8	+	29	4718
CSRNP1	chr3	-	5	3188
CSRNP2	chr12	-	5	4469
CSRNP3	chr2	+	8	12040
CSRP1	chr1	-	8	2324
CSRP2	chr12	-	6	901
CSRP2BP	chr20	+	10	3848
CSRP3	chr11	-	6	1341
CST1	chr20	-	3	760
CST11	chr20	-	3	553
CST2	chr20	-	3	694
CST3	chr20	-	3	775
CST4	chr20	-	3	736
CST5	chr20	-	3	749
CST6	chr11	+	3	609
CST7	chr20	+	4	930
CST8	chr20	+	4	890
CST9	chr20	-	2	1689
CST9L	chr20	-	3	958
CSTA	chr3	+	3	827
CSTB	chr21	-	3	658
CSTF1	chr20	+	6	2572
CSTF2	chrX	+	14	2016
CSTF2T	chr10	-	1	4110
CSTF3	chr11	-	20	3181
CSTL1	chr20	+	4	736
CSTT	chr20	+	4	1157
CT45A1	chrX	+	5	1008
CT45A2	chrX	+	5	1028
CT45A3	chrX	+	5	1008
CT45A4	chrX	+|-	10	2016
CT45A5	chrX	-	5	1338
CT45A6	chrX	-	5	1008
CT47A1	chrX	-	30	12930
CT47A10	chrX	-	27	11637
CT47A11	chrX	-	27	11637
CT47A2	chrX	-	27	11637
CT47A3	chrX	-	27	11637
CT47A4	chrX	-	27	11637
CT47A5	chrX	-	27	11637
CT47A6	chrX	-	30	12930
CT47A7	chrX	-	3	1293
CT47A8	chrX	-	27	11637
CT47A9	chrX	-	27	11637
CT47B1	chrX	-	3	1329
CT62	chr15	-	4	1831
CTAG1A	chrX	+|-	6	1496
CTAG1B	chrX	+|-	6	1496
CTAG2	chrX	-	2	993
CTAGE1	chr18	-	1	4315
CTAGE10P	chr13	+	1	2972
CTAGE11P	chr13	-	1	2629
CTAGE15P	chr7	+	1	2355
CTAGE4	chr7	+|-	2	5252
CTAGE5	chr14	+	26	4060
CTAGE6P	chr7	-	1	2662
CTAGE7P	chr10	+	1	2829
CTAGE9	chr6	-	1	2577
CTBP1	chr4	-	10	2483
CTBP2	chr10	-	13	5460
CTBS	chr1	-	7	3101
CTC1	chr17	-	23	7072
CTCF	chr16	+	12	3941
CTCFL	chr20	-	11	3456
CTDNEP1	chr17	-	9	1855
CTDP1	chr18	+	14	3841
CTDSP1	chr2	+	9	2808
CTDSP2	chr12	-	8	5020
CTDSPL	chr3	+	8	4455
CTDSPL2	chr15	+	13	4874
CTF1	chr16	+	3	1664
CTGF	chr6	-	5	2343
CTH	chr1	+	12	2140
CTHRC1	chr8	+	4	1220
CTIF	chr18	+	13	5818
CTLA4	chr2	+	4	1975
CTNNA1	chr5	+	18	3761
CTNNA2	chr2	+	18	3988
CTNNA3	chr10	-	19	3366
CTNNAL1	chr9	-	19	2445
CTNNB1	chr3	+	15	3720
CTNNBIP1	chr1	-	6	2995
CTNNBL1	chr20	+	16	1888
CTNND1	chr11	+	21	6350
CTNND2	chr5	-	22	5436
CTNS	chr17	+	12	4431
CTPS	chr1	+	19	3199
CTPS2	chrX	-	21	4856
CTR9	chr11	+	25	4309
CTRB1	chr16	+	7	872
CTRB2	chr16	-	7	890
CTRC	chr1	+	8	899
CTRL	chr16	-	7	1182
CTSA	chr20	+	15	2286
CTSB	chr8	-	12	3989
CTSC	chr11	-	9	7623
CTSD	chr11	-	9	2123
CTSE	chr1	+	9	2228
CTSF	chr11	-	13	2014
CTSG	chr14	-	5	924
CTSH	chr15	-	12	1485
CTSK	chr1	-	8	1810
CTSL1	chr9	+	8	1714
CTSL1P2	chr10	+	4	1105
CTSL1P8	chr9	+	3	569
CTSL2	chr9	-	9	4564
CTSL3	chr9	+	5	657
CTSO	chr4	-	8	2933
CTSS	chr1	-	8	4107
CTSW	chr11	+	10	1296
CTSZ	chr20	-	6	1500
CTTN	chr11	+	18	3281
CTTNBP2	chr7	-	23	5969
CTTNBP2NL	chr1	+	6	5900
CTU1	chr19	-	3	2107
CTU2	chr16	+	15	1723
CTXN1	chr19	-	2	1263
CTXN2	chr15	+	2	2695
CTXN3	chr5	+	4	1860
CUBN	chr10	-	67	11933
CUEDC1	chr17	-	11	2193
CUEDC2	chr10	-	9	1196
CUL1	chr7	+	22	3209
CUL2	chr10	-	23	4690
CUL3	chr2	-	16	6784
CUL4A	chr13	+	21	3884
CUL4B	chrX	-	22	5686
CUL5	chr11	+	19	6387
CUL7	chr6	-	26	5596
CUL9	chr6	+	41	7771
CUTA	chr6	-	5	1199
CUTA	chr6_ssto_hap7	-	5	118
CUTC	chr10	+	9	1368
CUX1	chr7	+	34	15587
CUX2	chr12	+	22	6844
CUZD1	chr10	-	9	2279
CWC15	chr11	-	7	1575
CWC22	chr2	-	20	3279
CWC25	chr17	-	10	2330
CWC27	chr5	+	14	2080
CWF19L1	chr10	-	14	2633
CWF19L2	chr11	-	18	3279
CWH43	chr4	+	16	2470
CX3CL1	chr16	+	3	3273
CX3CR1	chr3	-	5	3657
CXADR	chr21	+	8	6169
CXADRP2	chr15	-	1	2459
CXADRP3	chr18	-	3	1610
CXCL1	chr4	+	4	1105
CXCL10	chr4	-	4	1216
CXCL11	chr4	-	4	1601
CXCL12	chr10	-	5	5286
CXCL13	chr4	+	5	1203
CXCL14	chr5	-	4	1973
CXCL16	chr17	-	6	2398
CXCL17	chr19	-	4	853
CXCL2	chr4	-	4	1203
CXCL3	chr4	-	4	1153
CXCL5	chr4	-	4	2458
CXCL6	chr4	+	4	1659
CXCL9	chr4	-	4	2545
CXCR1	chr2	-	2	2486
CXCR2	chr2	+	4	2940
CXCR2P1	chr2	-	1	2136
CXCR3	chrX	-	2	1868
CXCR4	chr2	-	2	2005
CXCR5	chr11	+	2	3107
CXCR6	chr3	+	2	1953
CXCR7	chr2	+	2	2100
CXorf1	chrX	+	1	2443
CXorf18	chrX	+	4	1713
CXorf21	chrX	-	3	1927
CXorf22	chrX	+	16	3613
CXorf23	chrX	-	11	6492
CXorf26	chrX	+	6	1195
CXorf27	chrX	+	1	501
CXorf28	chrX	+	3	674
CXorf30	chrX	+	18	2863
CXorf36	chrX	-	6	6596
CXorf38	chrX	-	7	4250
CXorf40A	chrX	+	7	3371
CXorf40B	chrX	-	5	1340
CXorf41	chrX	+	8	1927
CXorf48	chrX	-	5	2161
CXorf49	chrX	-|+	12	3702
CXorf49B	chrX	-|+	12	3702
CXorf51	chrX	+|-	4	870
CXorf56	chrX	-	7	2433
CXorf57	chrX	+	14	3904
CXorf58	chrX	+	9	1547
CXorf59	chrX	+	11	1956
CXorf61	chrX	-	2	518
CXorf64	chrX	+	2	1227
CXorf65	chrX	-	6	882
CXorf66	chrX	-	3	1279
CXorf68	chrX	-	5	1016
CXXC1	chr18	-	15	2966
CXXC1P1	chrX	+	4	1897
CXXC4	chr4	-	2	748
CXXC5	chr5	+	3	1447
CYB561	chr17	-	8	3391
CYB561D1	chr1	+	4	5157
CYB561D2	chr3	+	4	1200
CYB5A	chr18	-	6	862
CYB5B	chr16	+	5	4286
CYB5D1	chr17	+	4	3746
CYB5D2	chr17	+	4	1998
CYB5R1	chr1	-	9	1643
CYB5R2	chr11	-	9	1348
CYB5R3	chr22	-	11	3517
CYB5R4	chr6	+	16	2247
CYB5RL	chr1	-	8	3533
CYBA	chr16	-	6	688
CYBASC3	chr11	-	8	3372
CYBB	chrX	+	13	4318
CYBRD1	chr2	+	4	4357
CYC1	chr8	+	7	1210
CYCS	chr7	-	3	5538
CYCSP52	chr1	+	1	310
CYFIP1	chr15	+	31	5112
CYFIP2	chr5	+	32	7119
CYGB	chr17	-	4	1951
CYHR1	chr8	-	7	2566
CYLC1	chrX	+	5	2011
CYLC2	chr9	+	8	2171
CYLD	chr16	+	20	8805
CYMP	chr1	+	9	1241
CYorf15A	chrY	+	4	865
CYorf15B	chrY	+	4	3315
CYP11A1	chr15	-	10	2428
CYP11B1	chr8	-	9	3535
CYP11B2	chr8	-	9	2936
CYP17A1	chr10	-	8	1870
CYP19A1	chr15	-	11	4514
CYP1A1	chr15	-	7	2608
CYP1A2	chr15	+	7	3127
CYP1B1	chr2	-	3	5153
CYP1B1-AS1	chr2	+	3	1753
CYP20A1	chr2	+	13	10943
CYP21A1P	chr6	+	8	2429
CYP21A1P	chr6_cox_hap2	+	9	2419
CYP21A1P	chr6_dbb_hap3	+	8	2429
CYP21A1P	chr6_mcf_hap5	+	12	3288
CYP21A1P	chr6_qbl_hap6	+	10	2409
CYP21A1P	chr6_ssto_hap7	+	8	239
CYP21A2	chr6	+	20	4255
CYP21A2	chr6_cox_hap2	+	10	2131
CYP21A2	chr6_dbb_hap3	+	20	4255
CYP21A2	chr6_mcf_hap5	+	12	3037
CYP21A2	chr6_qbl_hap6	+	10	2131
CYP21A2	chr6_ssto_hap7	+	18	378
CYP24A1	chr20	-	12	3266
CYP26A1	chr10	+	8	2479
CYP26B1	chr2	-	6	4528
CYP26C1	chr10	+	6	1569
CYP27A1	chr2	+	9	2293
CYP27B1	chr12	-	9	2487
CYP27C1	chr2	-	8	4685
CYP2A13	chr19	+	9	1747
CYP2A6	chr19	-	9	1764
CYP2A7	chr19	-	9	2291
CYP2B6	chr19	+	9	3052
CYP2B7P1	chr19	+	9	2910
CYP2C18	chr10	+	9	2545
CYP2C19	chr10	+	9	1473
CYP2C8	chr10	-	10	2024
CYP2C9	chr10	+	9	1861
CYP2D6	chr22	-	9	1659
CYP2D7P1	chr22	-	9	1680
CYP2E1	chr10	+	9	1667
CYP2F1	chr19	+	10	1826
CYP2G1P	chr19	+	5	2511
CYP2J2	chr1	-	9	1857
CYP2R1	chr11	-	5	1618
CYP2S1	chr19	+	9	2621
CYP2U1	chr4	+	5	4752
CYP2W1	chr7	+	9	2304
CYP39A1	chr6	-	12	2272
CYP3A4	chr7	-	13	2792
CYP3A43	chr7	+	13	2167
CYP3A5	chr7	-	15	4340
CYP3A7	chr7	-	13	2078
CYP46A1	chr14	+	15	2077
CYP4A11	chr1	-	12	2552
CYP4A22	chr1	+	12	1668
CYP4B1	chr1	+	12	2158
CYP4F11	chr19	-	12	3395
CYP4F12	chr19	+	13	1783
CYP4F2	chr19	-	13	2360
CYP4F22	chr19	+	14	2609
CYP4F24P	chr19	-	10	2470
CYP4F3	chr19	+	14	3133
CYP4F30P	chr2	+	5	2249
CYP4F8	chr19	+	13	1905
CYP4V2	chr4	+	11	4704
CYP4X1	chr1	+	12	2357
CYP4Z1	chr1	+	12	1907
CYP4Z2P	chr1	-	10	2608
CYP51A1	chr7	-	11	3288
CYP7A1	chr8	-	6	2875
CYP7B1	chr8	-	6	2395
CYP8B1	chr3	-	1	3950
CYR61	chr1	+	5	2293
CYS1	chr2	-	3	2719
CYSLTR1	chrX	-	3	1514
CYSLTR2	chr13	+	1	2548
CYTH1	chr17	-	13	3311
CYTH2	chr19	+	12	4607
CYTH3	chr7	-	13	4467
CYTH4	chr22	+	13	3138
CYTIP	chr2	-	8	2210
CYTL1	chr4	-	4	1000
CYYR1	chr21	-	4	3079
D21S2088E	chr21	-	5	1699
D2HGDH	chr2	+	10	2586
D4S234E	chr4	+	5	3125
DAAM1	chr14	+	26	4256
DAAM2	chr6	+	26	6333
DAB1	chr1	-	17	2580
DAB2	chr5	-	15	4597
DAB2IP	chr9	+	18	5842
DACH1	chr13	-	11	5239
DACH2	chrX	+	14	2508
DACT1	chr14	+	4	3861
DACT2	chr6	-	4	2942
DACT3	chr19	-	4	2834
DAD1	chr14	-	3	697
DAG1	chr3	+	9	6508
DAGLA	chr11	+	20	5758
DAGLB	chr7	-	15	2910
DAK	chr11	+	18	4241
DALRD3	chr3	-	13	2427
DAND5	chr19	+	2	1732
DAO	chr12	+	11	1596
DAOA	chr13	+	5	1273
DAOA-AS1	chr13	-	7	2480
DAP	chr5	-	4	2342
DAP3	chr1	+	14	2217
DAPK1	chr9	+	26	5938
DAPK2	chr15	-	12	2628
DAPK3	chr19	-	8	2105
DAPL1	chr2	+	4	543
DAPP1	chr4	+	9	2937
DARC	chr1	+	2	2210
DARS	chr2	-	16	2322
DARS2	chr1	+	17	3348
DAXX	chr6	-	8	2615
DAXX	chr6_cox_hap2	-	8	2617
DAXX	chr6_dbb_hap3	-	8	2617
DAXX	chr6_mcf_hap5	-	8	2614
DAXX	chr6_qbl_hap6	-	8	2616
DAZ1	chrY	-	28	4419
DAZ2	chrY	+	48	7706
DAZ3	chrY	+|-	57	10548
DAZ4	chrY	-|+	80	14622
DAZAP1	chr19	+	13	2273
DAZAP2	chr12	+	5	2823
DAZL	chr3	-	12	3399
DBC1	chr9	-	8	3196
DBF4	chr7	+	12	3907
DBF4B	chr17	+	14	5160
DBH	chr9	+	12	2760
DBI	chr2	+	7	1260
DBIL5P	chr17	+	1	2677
DBIL5P2	chr2	-	1	1692
DBN1	chr5	-	16	3316
DBNDD1	chr16	-	5	2294
DBNDD2	chr20	+	4	2273
DBNL	chr7	+	13	2218
DBP	chr19	-	4	1643
DBR1	chr3	-	8	2690
DBT	chr1	-	11	10815
DBX1	chr11	-	4	1032
DBX2	chr12	-	4	2722
DCAF10	chr9	+	7	7914
DCAF11	chr14	+	14	4472
DCAF12	chr9	-	9	3671
DCAF12L1	chrX	-	2	3390
DCAF12L2	chrX	-	1	2599
DCAF13	chr8	+	11	2641
DCAF15	chr19	+	13	2258
DCAF16	chr4	-	3	4548
DCAF17	chr2	+	14	5828
DCAF4	chr14	+	14	2555
DCAF4L1	chr4	+	1	4772
DCAF4L2	chr8	-	1	3326
DCAF5	chr14	-	9	5985
DCAF6	chr1	+	22	3619
DCAF7	chr17	+	7	6355
DCAF8	chr1	-	14	4690
DCAF8L1	chrX	-	1	3457
DCAF8L2	chrX	+	1	2013
DCAKD	chr17	-	6	2181
DCBLD1	chr6	+	15	1978
DCBLD2	chr3	-	16	6093
DCC	chr18	+	29	10210
DCD	chr12	-	5	517
DCDC1	chr11	-	9	1742
DCDC2	chr6	-	11	4820
DCDC2B	chr1	+	9	1349
DCDC5	chr11	-	20	4759
DCHS1	chr11	-	21	10750
DCHS2	chr4	-	28	12141
DCK	chr4	+	7	2605
DCLK1	chr13	-	20	13692
DCLK2	chr4	+	18	4398
DCLK3	chr3	-	5	5344
DCLRE1A	chr10	-	9	4468
DCLRE1B	chr1	+	4	3788
DCLRE1C	chr10	-	16	4107
DCN	chr12	-	9	2509
DCP1A	chr3	-	10	6012
DCP1B	chr12	-	9	2092
DCP2	chr5	+	11	10198
DCPS	chr11	+	6	1479
DCST1	chr1	+	17	2297
DCST2	chr1	-	15	2419
DCT	chr13	-	10	2397
DCTD	chr4	-	6	2042
DCTN1	chr2	-	32	5272
DCTN2	chr12	-	14	1717
DCTN3	chr9	-	7	924
DCTN4	chr5	-	15	4313
DCTN5	chr16	+	8	7853
DCTN6	chr8	+	7	1126
DCTPP1	chr16	-	3	1120
DCUN1D1	chr3	-	7	3152
DCUN1D2	chr13	-	7	3029
DCUN1D3	chr16	-	3	2868
